Ticker,Company Name,Year,Age(C1),DER(C2),Size(C3),Affiliation(C4),PIAC(C5),ROA(FP1),TOBIN'S Q(FP2),ROE(FP3),Asset Utilization(SCA1),VACA(IC1),VAHU(IC2),STVA(IC3),VAIC(IC4)
ITMG,INDO TAMBANGRAYA MEGAH TBK. PT,2013,26,0.48,30.26,1,0.67,0.15,2.31,0.23,1.64,2.161,45.420,0.978,48.559
ITMG,INDO TAMBANGRAYA MEGAH TBK. PT,2014,27,0.48,30.38,1,0.67,0.15,1.39,0.23,1.48,1.974,33.581,0.970,36.524
ITMG,INDO TAMBANGRAYA MEGAH TBK. PT,2015,28,0.41,30.39,1,0.67,0.05,0.69,0.08,1.35,1.774,28.623,0.965,31.362
ITMG,INDO TAMBANGRAYA MEGAH TBK. PT,2016,29,0.33,30.41,1,0.67,0.11,1.42,0.14,1.13,1.344,24.675,0.959,26.979
ITMG,INDO TAMBANGRAYA MEGAH TBK. PT,2017,30,0.42,30.54,1,0.67,0.19,1.57,0.26,1.24,1.451,24.036,0.958,26.446
ITMG,INDO TAMBANGRAYA MEGAH TBK. PT,2018,31,0.49,30.69,1,0.50,0.18,1.42,0.27,1.39,1.755,26.320,0.962,29.037
ITMG,INDO TAMBANGRAYA MEGAH TBK. PT,2019,32,0.37,30.45,1,0.50,0.11,1.04,0.14,1.42,1.808,25.967,0.961,28.736
ITMG,INDO TAMBANGRAYA MEGAH TBK. PT,2020,33,0.37,30.42,1,0.67,0.03,1.23,0.05,1.02,1.183,15.436,0.935,17.554
ITMG,INDO TAMBANGRAYA MEGAH TBK. PT,2021,34,0.39,30.81,1,0.67,0.29,1.24,0.40,1.25,1.038,17.894,0.944,19.877
ITMG,INDO TAMBANGRAYA MEGAH TBK. PT,2022,35,0.35,31.36,1,0.67,0.45,1.32,0.62,1.38,0.748,19.266,0.948,20.962
JSKY,SKY ENERGY INDONESIA TBK. PT,2018,10,1.79,27.07,0,0.67,0.04,2.47,0.12,0.75,1.830,24.000,0.958,26.788
JSKY,SKY ENERGY INDONESIA TBK. PT,2019,11,1.46,27.01,0,0.67,0.03,1.39,0.06,0.71,1.566,19.442,0.949,21.957
JSKY,SKY ENERGY INDONESIA TBK. PT,2020,12,1.13,26.93,0,0.67,0.01,1.48,0.03,0.40,0.765,10.910,0.908,12.583
JSKY,SKY ENERGY INDONESIA TBK. PT,2021,13,1.41,26.68,0,0.67,-0.19,1.38,-0.45,0.34,0.797,10.800,0.907,12.505
KKGI,RESOURCE ALAM INDONESIA TBK. PT,2012,31,0.42,27.60,1,0.33,0.23,2.77,0.32,2.07,2.504,33.580,0.970,37.054
KKGI,RESOURCE ALAM INDONESIA TBK. PT,2013,32,0.45,27.73,1,0.33,0.16,1.89,0.24,1.82,2.298,27.175,0.963,30.436
KKGI,RESOURCE ALAM INDONESIA TBK. PT,2014,33,0.44,27.86,0,0.33,0.08,1.07,0.11,1.28,1.724,22.887,0.956,25.567
KKGI,RESOURCE ALAM INDONESIA TBK. PT,2015,34,0.28,27.91,0,0.33,0.06,0.53,0.07,1.13,1.361,23.023,0.957,25.341
KKGI,RESOURCE ALAM INDONESIA TBK. PT,2016,35,0.17,27.90,0,0.33,0.10,1.28,0.11,0.94,0.987,16.332,0.939,18.258
KKGI,RESOURCE ALAM INDONESIA TBK. PT,2017,36,0.19,27.98,0,0.67,0.13,1.29,0.15,0.80,0.791,13.258,0.925,14.974
KKGI,RESOURCE ALAM INDONESIA TBK. PT,2018,37,0.35,28.18,0,0.33,0.01,1.30,0.01,0.49,0.689,10.307,0.903,11.900
KKGI,RESOURCE ALAM INDONESIA TBK. PT,2019,38,0.35,28.19,0,0.33,0.04,0.93,0.06,0.91,1.210,18.219,0.945,20.374
KKGI,RESOURCE ALAM INDONESIA TBK. PT,2020,39,0.29,28.06,0,0.67,-0.08,1.09,-0.10,0.66,0.945,14.398,0.931,16.274
KKGI,RESOURCE ALAM INDONESIA TBK. PT,2021,40,0.34,28.27,0,0.67,0.17,0.95,0.23,1.23,1.016,20.280,0.951,22.247
KKGI,RESOURCE ALAM INDONESIA TBK. PT,2022,41,0.38,28.62,0,0.33,0.23,1.03,0.32,1.50,1.609,24.414,0.959,26.983
KOPI,MITRA ENERGI PERSADA TBK. PT,2015,34,0.56,25.85,0,1.00,0.10,2.71,0.16,1.17,1.591,25.087,0.960,27.638
KOPI,MITRA ENERGI PERSADA TBK. PT,2016,35,0.32,25.88,0,1.00,0.11,3.08,0.14,1.06,1.153,21.673,0.954,23.780
KOPI,MITRA ENERGI PERSADA TBK. PT,2017,36,0.22,25.80,0,0.67,0.01,3.41,0.01,1.22,1.403,17.440,0.943,19.785
KOPI,MITRA ENERGI PERSADA TBK. PT,2018,37,0.83,25.72,0,0.67,-0.35,3.91,-0.63,0.57,1.384,9.869,0.899,12.152
KOPI,MITRA ENERGI PERSADA TBK. PT,2019,38,0.72,25.73,0,0.67,0.05,3.32,0.08,1.26,2.104,16.052,0.938,19.094
KOPI,MITRA ENERGI PERSADA TBK. PT,2020,39,1.12,25.95,0,0.67,0.01,2.43,0.01,1.07,2.295,15.931,0.937,19.163
KOPI,MITRA ENERGI PERSADA TBK. PT,2021,40,0.55,25.66,0,0.67,0.01,3.59,0.02,1.35,2.139,15.646,0.936,18.722
KOPI,MITRA ENERGI PERSADA TBK. PT,2022,41,1.63,26.28,0,0.67,0.03,2.30,0.07,0.72,1.868,12.380,0.919,15.167
LEAD,LOGINDO SAMUDRAMAKMUR TBK.. PT,2013,18,1.11,28.53,1,0.67,0.07,0.49,0.15,0.25,0.346,4.092,0.756,5.193
LEAD,LOGINDO SAMUDRAMAKMUR TBK.. PT,2014,19,1.01,28.77,1,0.67,0.08,0.53,0.15,0.26,0.359,3.912,0.744,5.015
LEAD,LOGINDO SAMUDRAMAKMUR TBK.. PT,2015,20,1.11,28.91,1,0.67,0.00,0.57,0.00,0.18,0.348,3.964,0.748,5.059
LEAD,LOGINDO SAMUDRAMAKMUR TBK.. PT,2016,21,1.08,28.72,1,0.67,-0.09,0.61,-0.20,0.15,0.453,5.466,0.817,6.736
LEAD,LOGINDO SAMUDRAMAKMUR TBK.. PT,2017,22,1.14,28.64,1,0.67,-0.10,0.65,-0.21,0.13,0.436,5.581,0.821,6.838
LEAD,LOGINDO SAMUDRAMAKMUR TBK.. PT,2018,23,2.17,28.47,0,0.67,-0.29,0.77,-0.92,0.17,1.339,9.188,0.891,11.418
LEAD,LOGINDO SAMUDRAMAKMUR TBK.. PT,2019,24,2.73,28.37,1,0.67,-0.06,0.83,-0.21,0.15,0.780,4.425,0.774,5.979
LEAD,LOGINDO SAMUDRAMAKMUR TBK.. PT,2020,25,2.74,28.32,1,0.67,-0.02,0.83,-0.07,0.16,0.828,4.665,0.786,6.279
LEAD,LOGINDO SAMUDRAMAKMUR TBK.. PT,2021,26,2.88,28.30,0,1.00,-0.02,0.86,-0.08,0.21,0.950,4.357,0.770,6.078
LEAD,LOGINDO SAMUDRAMAKMUR TBK.. PT,2022,27,3.59,28.38,1,0.67,-0.05,0.91,-0.21,0.22,1.177,4.519,0.779,6.475
MBAP,MITRABARA ADIPERDANA TBK. PT,2014,22,0.73,27.58,1,0.67,0.17,2.03,0.30,1.60,2.560,14.598,0.932,18.090
MBAP,MITRABARA ADIPERDANA TBK. PT,2015,23,0.48,28.01,1,0.67,0.32,1.23,0.47,2.01,2.425,24.788,0.960,28.172
MBAP,MITRABARA ADIPERDANA TBK. PT,2016,24,0.27,28.07,1,0.67,0.23,1.85,0.30,1.61,1.736,20.137,0.950,22.824
MBAP,MITRABARA ADIPERDANA TBK. PT,2017,25,0.31,28.41,1,0.67,0.36,1.87,0.48,1.61,1.556,19.022,0.947,21.526
MBAP,MITRABARA ADIPERDANA TBK. PT,2018,26,0.40,28.57,1,0.67,0.29,1.68,0.41,1.49,1.623,19.935,0.950,22.508
MBAP,MITRABARA ADIPERDANA TBK. PT,2019,27,0.32,28.62,0,0.67,0.18,1.15,0.24,0.00,1.540,21.724,0.954,24.217
MBAP,MITRABARA ADIPERDANA TBK. PT,2020,28,0.32,28.57,1,0.67,0.15,1.53,0.20,1.11,1.279,17.411,0.943,19.632
MBAP,MITRABARA ADIPERDANA TBK. PT,2021,29,0.29,28.93,1,0.67,0.39,1.43,0.50,1.20,0.954,19.013,0.947,20.914
MBAP,MITRABARA ADIPERDANA TBK. PT,2022,30,0.23,29.20,1,0.67,0.59,2.14,0.72,1.47,0.477,8.076,0.876,9.429
MBSS,MITRABAHTERA SEGARA SEJATI TBK.. PT,2012,18,0.63,28.81,1,0.67,0.11,0.91,0.17,0.41,0.515,5.827,0.828,7.171
MBSS,MITRABAHTERA SEGARA SEJATI TBK.. PT,2013,19,0.46,28.94,1,0.67,0.11,0.73,0.16,0.43,0.489,5.897,0.830,7.216
MBSS,MITRABAHTERA SEGARA SEJATI TBK.. PT,2014,20,0.39,29.06,1,0.67,0.06,0.68,0.08,0.38,0.492,6.389,0.843,7.725
MBSS,MITRABAHTERA SEGARA SEJATI TBK.. PT,2015,21,0.36,29.05,1,0.67,-0.04,0.37,-0.05,0.29,0.461,6.762,0.852,8.075
MBSS,MITRABAHTERA SEGARA SEJATI TBK.. PT,2016,22,0.32,28.87,1,0.67,-0.11,0.40,-0.15,0.25,0.522,6.833,0.854,8.208
MBSS,MITRABAHTERA SEGARA SEJATI TBK.. PT,2017,23,0.28,28.81,1,0.67,-0.04,0.53,-0.05,0.29,0.447,6.254,0.840,7.542
MBSS,MITRABAHTERA SEGARA SEJATI TBK.. PT,2018,24,0.40,28.89,1,0.60,-0.07,0.53,-0.10,0.31,0.578,6.852,0.854,8.284
MBSS,MITRABAHTERA SEGARA SEJATI TBK.. PT,2019,25,0.27,28.74,0,0.50,0.01,0.49,0.01,0.36,0.483,5.360,0.813,6.657
MBSS,MITRABAHTERA SEGARA SEJATI TBK.. PT,2020,26,0.24,28.64,0,0.60,-0.08,0.50,-0.10,0.28,0.477,5.272,0.810,6.559
MBSS,MITRABAHTERA SEGARA SEJATI TBK.. PT,2021,27,0.05,28.56,1,0.67,0.07,0.80,0.07,0.41,0.460,6.471,0.845,7.776
MBSS,MITRABAHTERA SEGARA SEJATI TBK.. PT,2022,28,0.13,28.83,0,0.67,0.12,0.75,0.14,0.42,0.351,6.349,0.843,7.543
MCOL,PRIMA ANDALAN MANDIRI TBK.. PT,2021,16,0.43,29.74,0,0.67,0.48,1.90,0.68,1.20,0.843,37.007,0.973,38.823
MCOL,PRIMA ANDALAN MANDIRI TBK.. PT,2022,17,0.30,30.08,1,0.67,0.49,2.38,0.63,1.45,1.065,43.346,0.977,45.388
MEDC,MEDCO ENERGI INTERNASIONAL TBK,2012,32,2.18,30.85,1,0.67,0.00,0.90,0.02,0.41,0.989,12.984,0.923,14.896
MEDC,MEDCO ENERGI INTERNASIONAL TBK,2013,33,1.82,30.91,1,0.67,0.01,0.87,0.01,0.35,0.728,11.516,0.913,13.157
MEDC,MEDCO ENERGI INTERNASIONAL TBK,2014,34,2.01,31.09,1,0.67,0.00,1.05,0.01,0.28,0.641,9.945,0.899,11.485
MEDC,MEDCO ENERGI INTERNASIONAL TBK,2015,35,3.15,31.29,1,0.67,-0.06,0.82,-0.27,0.22,0.994,13.983,0.928,15.905
MEDC,MEDCO ENERGI INTERNASIONAL TBK,2016,36,3.04,31.50,1,0.67,0.05,0.84,0.21,0.17,0.206,3.952,0.747,4.905
MEDC,MEDCO ENERGI INTERNASIONAL TBK,2017,37,2.68,31.88,1,0.67,0.02,0.94,0.09,0.19,0.421,7.049,0.858,8.328
MEDC,MEDCO ENERGI INTERNASIONAL TBK,2018,38,2.79,31.98,1,0.67,-0.01,0.90,-0.04,0.25,0.539,9.432,0.894,10.865
MEDC,MEDCO ENERGI INTERNASIONAL TBK,2019,39,3.43,32.06,0,0.75,0.00,1.04,-0.01,0.26,0.621,8.044,0.876,9.541
MEDC,MEDCO ENERGI INTERNASIONAL TBK,2020,40,3.86,32.05,1,0.67,-0.03,0.97,-0.15,0.20,0.568,7.275,0.863,8.705
MEDC,MEDCO ENERGI INTERNASIONAL TBK,2021,41,3.62,32.03,1,0.75,0.01,0.93,0.05,0.23,0.638,7.893,0.873,9.404
MEDC,MEDCO ENERGI INTERNASIONAL TBK,2022,42,2.97,32.32,1,0.75,0.08,0.98,0.32,0.33,0.640,9.276,0.892,10.808
MITI,MITRA INVESTINDOTBK,2012,19,0.57,25.72,0,0.67,0.15,1.80,0.23,1.02,1.400,13.256,0.925,15.580
MITI,MITRA INVESTINDOTBK,2013,20,0.41,25.78,0,0.67,0.14,1.52,0.20,0.89,1.107,12.490,0.920,14.516
MITI,MITRA INVESTINDOTBK,2014,21,0.32,26.62,0,0.67,0.02,0.90,0.03,0.47,0.637,13.884,0.928,15.448
MITI,MITRA INVESTINDOTBK,2015,22,1.24,26.24,0,0.67,-0.70,1.19,-1.58,0.58,1.606,17.192,0.942,19.740
MITI,MITRA INVESTINDOTBK,2016,23,1.63,26.16,0,0.67,-0.10,0.96,-0.26,0.29,1.089,12.019,0.917,14.024
MITI,MITRA INVESTINDOTBK,2017,24,1.82,26.18,0,0.67,-0.10,0.95,-0.28,0.21,0.559,6.278,0.841,7.677
MITI,MITRA INVESTINDOTBK,2018,25,0.96,25.72,0,0.67,0.05,0.97,0.11,0.36,0.659,10.232,0.902,11.793
MITI,MITRA INVESTINDOTBK,2019,26,-5.91,24.77,0,0.50,-1.54,9.13,7.56,0.29,0.295,-0.575,2.740,2.460
MITI,MITRA INVESTINDOTBK,2021,28,0.13,25.78,0,0.67,0.06,5.34,0.07,0.29,0.316,4.153,0.759,5.228
MITI,MITRA INVESTINDOTBK,2022,29,0.21,26.89,0,0.67,0.03,1.44,0.04,0.26,0.307,6.789,0.853,7.948
MTFN,CAPITALINC INVESTMENT TBK. PT,2012,29,6.55,27.35,0,0.67,-0.05,2.32,-0.37,0.06,0.398,1.427,0.299,2.124
MTFN,CAPITALINC INVESTMENT TBK. PT,2013,30,1.66,27.43,0,0.67,0.27,1.44,0.71,0.50,0.722,8.499,0.882,10.104
MTFN,CAPITALINC INVESTMENT TBK. PT,2014,31,1.13,28.75,0,0.67,-0.51,2.69,-1.09,0.00,0.011,2.422,0.587,3.020
MTFN,CAPITALINC INVESTMENT TBK. PT,2015,32,0.40,28.14,0,0.67,-0.15,1.24,-0.21,0.00,0.136,22.949,0.956,24.041
MTFN,CAPITALINC INVESTMENT TBK. PT,2016,33,-15.67,26.45,0,0.67,-3.92,6.24,57.51,0.00,-15.637,100.498,0.990,85.851
MTFN,CAPITALINC INVESTMENT TBK. PT,2017,34,-391.82,27.37,0,0.67,0.02,3.07,-7.31,0.60,-216.321,56.943,0.982,-158.395
MTFN,CAPITALINC INVESTMENT TBK. PT,2018,35,-154,27.75,0,0.67,0.01,2.41,-186.64,0.51,-7.655,68.609,0.985,61.940
MTFN,CAPITALINC INVESTMENT TBK. PT,2019,36,57.16,27.43,0,0.67,0.02,2.93,0.85,1.05,62.020,69.763,0.986,132.769
MTFN,CAPITALINC INVESTMENT TBK. PT,2020,37,-39.33,27.31,0,0.67,-0.05,3.22,1.79,1.05,-40.706,71.133,0.986,31.413
MTFN,CAPITALINC INVESTMENT TBK. PT,2021,38,-29.14,27.33,0,0.67,-0.01,3.20,0.23,0.48,-14.268,38.892,0.974,25.599
MYOH,SAMINDO RESOURCES TBK,2012,12,3.77,27.86,0,0.67,0.09,1.75,0.43,1.39,6.101,46.343,0.978,53.422
MYOH,SAMINDO RESOURCES TBK,2013,13,1.32,28.07,0,0.67,0.10,1.17,0.22,1.35,2.817,56.493,0.982,60.293
MYOH,SAMINDO RESOURCES TBK,2014,14,1.02,28.29,1,0.67,0.14,1.00,0.28,1.56,2.799,53.200,0.981,56.980
MYOH,SAMINDO RESOURCES TBK,2015,15,0.73,28.40,1,0.67,0.15,0.94,0.26,1.40,2.071,43.431,0.977,46.479
MYOH,SAMINDO RESOURCES TBK,2016,16,0.37,28.30,1,0.67,0.14,0.97,0.20,1.29,1.616,13.669,0.927,16.212
MYOH,SAMINDO RESOURCES TBK,2017,17,0.33,28.24,1,0.67,0.09,1.08,0.12,1.38,1.829,11.943,0.916,14.688
MYOH,SAMINDO RESOURCES TBK,2018,18,0.33,28.43,0,0.67,0.20,1.30,0.27,1.59,1.879,14.314,0.930,17.124
MYOH,SAMINDO RESOURCES TBK,2019,19,0.31,28.43,1,0.67,0.16,1.52,0.21,1.59,1.944,15.629,0.936,18.509
MYOH,SAMINDO RESOURCES TBK,2020,20,0.17,28.39,1,0.67,0.15,1.49,0.18,1.15,1.243,11.004,0.909,13.156
MYOH,SAMINDO RESOURCES TBK,2021,21,0.17,28.48,1,0.67,0.16,1.79,0.19,0.98,1.020,9.115,0.890,11.026
MYOH,SAMINDO RESOURCES TBK,2022,22,0.14,28.60,1,0.67,0.08,1.45,0.10,0.84,0.911,9.644,0.896,11.452
OBMD,OBM DRILCHEM TBK.. PT,2021,25,0.13,25.34,0,0.67,0.05,1.12,0.05,0.66,1.000,2.794,0.642,4.436
OBMD,OBM DRILCHEM TBK.. PT,2022,26,0.18,25.60,0,0.67,0.06,1.30,0.07,0.79,1.195,3.116,0.679,4.990
PGAS,PERUSAHAAN GAS NEGARA (PERSERO) TBK,2012,16,0.66,31.23,1,0.86,0.23,3.36,0.38,0.66,0.719,13.063,0.923,14.705
PGAS,PERUSAHAAN GAS NEGARA (PERSERO) TBK,2013,17,0.62,31.44,1,0.86,0.19,2.44,0.30,0.70,0.841,16.205,0.938,17.985
PGAS,PERUSAHAAN GAS NEGARA (PERSERO) TBK,2014,18,0.98,31.84,1,0.86,0.13,2.55,0.25,0.57,0.848,20.263,0.951,22.061
PGAS,PERUSAHAAN GAS NEGARA (PERSERO) TBK,2015,19,1.15,32.10,1,0.86,0.06,1.28,0.13,0.47,0.815,23.331,0.957,25.103
PGAS,PERUSAHAAN GAS NEGARA (PERSERO) TBK,2016,20,1.16,32.14,1,0.86,0.04,1.25,0.10,0.43,0.768,20.560,0.951,22.279
PGAS,PERUSAHAAN GAS NEGARA (PERSERO) TBK,2017,21,0.90,32.34,1,0.83,0.02,0.86,0.05,0.44,0.704,24.741,0.960,26.404
PGAS,PERUSAHAAN GAS NEGARA (PERSERO) TBK,2018,22,1.48,32.39,0,0.60,0.04,1.04,0.10,0.49,1.003,21.761,0.954,23.718
PGAS,PERUSAHAAN GAS NEGARA (PERSERO) TBK,2019,23,1.28,32.26,1,0.57,0.02,1.08,0.04,0.52,1.047,22.211,0.955,24.213
PGAS,PERUSAHAAN GAS NEGARA (PERSERO) TBK,2020,24,1.55,32.30,1,0.60,-0.03,0.99,-0.07,0.38,0.958,22.963,0.956,24.877
PGAS,PERUSAHAAN GAS NEGARA (PERSERO) TBK,2021,25,1.29,32.31,1,0.60,0.05,0.87,0.11,0.40,0.770,19.884,0.950,21.603
PGAS,PERUSAHAAN GAS NEGARA (PERSERO) TBK,2022,26,1.09,32.36,1,0.60,0.06,0.90,0.12,0.50,0.880,17.144,0.942,18.965
PKPK,PERDANA KARYA PERKASA TBK.. PT,2012,29,1.27,26.71,0,0.67,-0.02,0.90,-0.05,0.74,1.528,25.257,0.960,27.745
PKPK,PERDANA KARYA PERKASA TBK.. PT,2013,30,1.06,26.61,0,0.67,0.00,0.66,0.00,0.56,0.947,793.966,0.999,795.911
PKPK,PERDANA KARYA PERKASA TBK.. PT,2014,31,1.11,26.44,0,0.67,-0.09,0.70,-0.19,0.25,0.636,7.061,0.858,8.555
PKPK,PERDANA KARYA PERKASA TBK.. PT,2015,32,1.04,25.86,0,0.67,-0.36,0.69,-0.74,0.12,0.709,14.061,0.929,15.699
PKPK,PERDANA KARYA PERKASA TBK.. PT,2016,33,1.26,25.78,0,0.67,-0.09,0.75,-0.20,0.05,0.225,3.487,0.713,4.425
PKPK,PERDANA KARYA PERKASA TBK.. PT,2017,34,1.32,25.65,0,0.67,-0.08,0.86,-0.18,0.08,0.445,5.936,0.832,7.212
PKPK,PERDANA KARYA PERKASA TBK.. PT,2018,35,1.30,25.57,0,0.67,-0.03,1.06,-0.07,0.05,0.153,3.753,0.734,4.640
PKPK,PERDANA KARYA PERKASA TBK.. PT,2019,36,4.00,25.00,0,0.67,-0.58,1.35,-2.90,0.19,-0.036,-0.160,7.232,7.036
PKPK,PERDANA KARYA PERKASA TBK.. PT,2020,37,0.70,24.95,0,0.67,0.00,0.88,0.00,0.25,0.369,4.916,0.797,6.082
PKPK,PERDANA KARYA PERKASA TBK.. PT,2021,38,0.61,24.89,0,0.67,-0.01,2.20,-0.02,0.05,0.158,3.657,0.727,4.541
PKPK,PERDANA KARYA PERKASA TBK.. PT,2022,39,5.73,25.00,0,0.67,-0.41,3.01,-2.76,0.37,4.529,4.536,0.780,9.845
PSSI,PELITA SAMUDERA SHIPPING TBK. PT,2017,10,0.66,27.95,0,0.67,0.04,0.80,0.06,0.48,0.770,8.249,0.879,9.898
PSSI,PELITA SAMUDERA SHIPPING TBK. PT,2018,11,0.54,28.12,1,0.67,0.13,0.84,0.20,0.58,0.732,7.480,0.866,9.078
PSSI,PELITA SAMUDERA SHIPPING TBK. PT,2019,12,0.62,28.32,1,0.67,0.09,0.89,0.15,0.53,0.777,7.346,0.864,8.987
PSSI,PELITA SAMUDERA SHIPPING TBK. PT,2020,13,0.55,28.36,0,0.67,0.06,0.81,0.09,0.47,0.699,8.138,0.877,9.714
PSSI,PELITA SAMUDERA SHIPPING TBK. PT,2021,14,0.41,28.46,1,0.67,0.16,1.24,0.22,0.67,0.723,20.668,0.952,22.343
PSSI,PELITA SAMUDERA SHIPPING TBK. PT,2022,15,0.23,28.67,1,0.67,0.24,1.33,0.29,0.67,0.496,17.136,0.942,18.574
PTBA,BUKIT ASAM TBK. PT,2012,32,0.50,30.17,1,0.67,0.23,3.07,0.34,0.91,1.129,7.498,0.867,9.494
PTBA,BUKIT ASAM TBK. PT,2013,33,0.55,30.09,1,0.67,0.16,2.37,0.24,0.96,1.410,7.832,0.872,10.115
PTBA,BUKIT ASAM TBK. PT,2014,34,0.74,30.33,1,0.67,0.13,2.36,0.22,0.88,1.457,10.589,0.906,12.952
PTBA,BUKIT ASAM TBK. PT,2015,35,0.82,30.46,1,0.67,0.12,1.07,0.22,0.81,1.381,9.228,0.892,11.500
PTBA,BUKIT ASAM TBK. PT,2016,36,0.76,30.55,1,0.67,0.11,1.98,0.19,0.76,1.237,9.108,0.890,11.235
PTBA,BUKIT ASAM TBK. PT,2017,37,0.59,30.72,1,0.50,0.20,1.66,0.32,0.89,1.163,6.784,0.853,8.800
PTBA,BUKIT ASAM TBK. PT,2018,38,0.49,30.82,1,0.50,0.21,2.38,0.31,0.88,1.107,6.316,0.842,8.266
PTBA,BUKIT ASAM TBK. PT,2019,39,0.42,30.89,1,0.50,0.16,1.47,0.22,0.84,1.055,8.074,0.876,10.006
PTBA,BUKIT ASAM TBK. PT,2020,40,0.42,30.81,1,0.50,0.10,1.64,0.14,0.72,0.996,9.150,0.891,11.037
PTBA,BUKIT ASAM TBK. PT,2021,41,0.49,31.22,1,0.75,0.22,1.19,0.33,0.81,0.950,6.322,0.842,8.114
PTBA,BUKIT ASAM TBK. PT,2022,42,0.57,31.45,1,0.50,0.28,1.30,0.44,0.94,1.074,9.997,0.900,11.970
PTIS,INDO STRAITS TBK.. PT,2012,27,0.69,27.32,1,0.67,0.05,1.02,0.09,0.57,0.908,12.612,0.921,14.441
PTIS,INDO STRAITS TBK.. PT,2013,28,0.55,27.40,1,0.67,0.05,0.91,0.07,0.48,0.680,9.070,0.890,10.639
PTIS,INDO STRAITS TBK.. PT,2014,29,0.57,27.41,1,0.67,-0.08,0.99,-0.13,0.46,0.824,11.150,0.910,12.885
PTIS,INDO STRAITS TBK.. PT,2015,30,0.95,27.40,1,0.67,-0.22,1.06,-0.43,0.11,0.632,7.808,0.872,9.312
PTIS,INDO STRAITS TBK.. PT,2016,31,1.66,27.10,1,0.67,-0.17,1.36,-0.44,0.24,1.000,8.731,0.885,10.617
PTIS,INDO STRAITS TBK.. PT,2017,32,1.46,27.02,1,0.67,-0.05,1.20,-0.13,0.28,0.741,9.307,0.893,10.941
PTIS,INDO STRAITS TBK.. PT,2018,33,1.31,27.05,0,0.67,0.00,0.89,0.01,0.32,0.677,9.593,0.896,11.166
PTIS,INDO STRAITS TBK.. PT,2019,34,1.17,26.95,0,0.67,0.01,0.75,0.01,0.36,0.772,11.194,0.911,12.877
PTIS,INDO STRAITS TBK.. PT,2020,35,1.12,26.94,0,0.67,0.00,0.70,0.00,0.35,0.757,11.384,0.912,13.054
PTIS,INDO STRAITS TBK.. PT,2021,36,1.19,26.99,0,0.67,0.00,0.94,0.01,0.34,0.657,10.925,0.908,12.491
PTIS,INDO STRAITS TBK.. PT,2022,37,1.13,27.20,0,0.67,0.01,0.94,0.03,0.44,0.834,11.062,0.910,12.805
PTRO,PETROSEA TBK,2012,111,1.83,29.23,1,0.67,0.09,0.91,0.26,0.73,1.916,5.549,0.820,8.285
PTRO,PETROSEA TBK,2013,112,1.58,29.30,1,0.67,0.03,0.80,0.09,0.71,1.757,5.214,0.808,7.780
PTRO,PETROSEA TBK,2014,113,1.43,29.35,1,0.67,0.01,0.75,0.01,0.74,1.875,6.012,0.834,8.721
PTRO,PETROSEA TBK,2015,114,1.39,29.37,1,0.67,-0.03,0.63,-0.07,0.49,1.324,5.108,0.804,7.236
PTRO,PETROSEA TBK,2016,115,1.31,29.29,1,0.67,-0.02,0.70,-0.05,0.53,1.415,5.413,0.815,7.643
PTRO,PETROSEA TBK,2017,116,1.41,29.45,1,0.33,0.03,0.86,0.06,0.69,2.007,3.848,0.740,6.595
PTRO,PETROSEA TBK,2018,117,1.91,29.73,1,0.67,0.04,0.88,0.12,0.84,2.734,4.544,0.780,8.057
PTRO,PETROSEA TBK,2019,118,1.59,29.67,1,0.67,0.06,0.83,0.15,0.87,2.541,4.197,0.762,7.500
PTRO,PETROSEA TBK,2020,119,1.29,29.64,1,0.80,0.06,0.82,0.14,0.64,1.723,3.574,0.720,6.018
PTRO,PETROSEA TBK,2021,120,1.05,29.66,1,0.80,0.06,0.80,0.13,0.78,1.858,4.153,0.759,6.770
PTRO,PETROSEA TBK,2022,121,1.00,29.87,1,0.83,0.07,0.97,0.14,0.80,1.786,4.347,0.770,6.903
RAJA,RUKUN RAHARJA TBK,2012,20,1.29,27.88,0,0.67,0.04,1.00,0.09,0.85,1.670,17.530,0.943,20.143
RAJA,RUKUN RAHARJA TBK,2014,21,1.07,28.08,0,0.67,0.06,1.36,0.12,1.50,2.913,25.462,0.961,29.336
RAJA,RUKUN RAHARJA TBK,2015,22,0.80,28.34,0,0.67,0.05,0.82,0.09,1.28,2.152,23.444,0.957,26.554
RAJA,RUKUN RAHARJA TBK,2016,23,0.59,28.29,0,0.67,0.04,0.78,0.07,1.29,1.922,28.545,0.965,31.432
RAJA,RUKUN RAHARJA TBK,2017,24,0.25,28.34,0,0.67,0.08,0.80,0.10,0.99,1.080,20.558,0.951,22.590
RAJA,RUKUN RAHARJA TBK,2018,25,0.45,28.67,0,0.67,0.06,0.81,0.09,0.62,0.750,14.327,0.930,16.007
RAJA,RUKUN RAHARJA TBK,2019,26,0.47,28.55,0,0.67,0.04,0.64,0.05,0.68,0.969,19.163,0.948,21.080
RAJA,RUKUN RAHARJA TBK,2020,27,0.35,28.49,0,0.67,0.02,0.71,0.02,0.59,0.778,18.213,0.945,19.936
RAJA,RUKUN RAHARJA TBK,2021,28,0.96,21.98,0,1.00,0.01,220.03,0.03,0.00,3.870,0.062,-15.115,-11.183
RAJA,RUKUN RAHARJA TBK,2022,29,0.96,22.13,0,0.67,0.04,1078.406,0.08,0.00,-52.544,-0.694,2.441,-50.797
